,subj,block,targTheta,n_probes,probeTheta_loc,targOrNoTarg,acc,pm_acc,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word0_cond,word1_cond,word2_cond,word3_cond,word4_cond,word5_cond,word6_cond,word7_cond,word8_cond,word9_cond,word10_cond,word11_cond,word12_cond,word13_cond,word14_cond,topTheta1,topTheta2,topTheta3,topTheta4,topTheta5,topTheta6,topTheta7,topTheta8,topTheta9,topTheta10,topTheta11,topTheta12,topTheta13,topTheta14,topTheta15,botTheta1,botTheta2,botTheta3,botTheta4,botTheta5,botTheta6,botTheta7,botTheta8,botTheta9,botTheta10,botTheta11,botTheta12,botTheta13,botTheta14,botTheta15,topTheta0,botTheta0,respProbe0,rtProbe0,probe0_acc,respProbe1,rtProbe1,probe1_acc,respProbe2,rtProbe2,probe2_acc,respProbe3,rtProbe3,probe3_acc,respProbe4,rtProbe4,probe4_acc,respProbe5,rtProbe5,probe5_acc,respProbe6,rtProbe6,probe6_acc,respProbe7,rtProbe7,probe7_acc,respProbe8,rtProbe8,probe8_acc,respProbe9,rtProbe9,probe9_acc,respProbe10,rtProbe10,probe10_acc,respProbe11,rtProbe11,probe11_acc,respProbe12,rtProbe12,probe12_acc,respProbe13,rtProbe13,probe13_acc,respProbe14,rtProbe14,probe14_acc
89,s999,"('base1', 1)",12,1,bot,,,,life,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,s999,"('base1', 1)",13,1,bot,,,,wrep,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,s999,"('base1', 1)",4,1,top,,,,raise,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,s999,"('base1', 1)",17,1,top,,,,small,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,s999,"('base1', 1)",2,1,top,,,,desk,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,s999,"('base1', 1)",20,1,bot,,,,faint,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,s999,"('base1', 1)",5,1,top,,,,root,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,s999,"('base1', 1)",19,1,top,,,,sight,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,s999,"('base1', 1)",9,1,bot,,,,birk,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,s999,"('base1', 1)",9,1,top,,,,fat,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,s999,"('base1', 1)",20,1,top,,,,splaides,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,s999,"('base1', 1)",5,1,bot,,,,crawl,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,s999,"('base1', 1)",12,1,top,,,,tune,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,s999,"('base1', 1)",6,1,top,,,,bet,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,s999,"('base1', 1)",1,1,bot,,,,boge,,,,,,,,,,,,,,,nonword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,s999,"('base1', 1)",8,1,top,,,,tax,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,s999,"('base1', 1)",7,1,bot,,,,brick,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,s999,"('maintain1', 2)",18,11,bot,0.0,,,month,kiz,dweach,neat,kad,flow,mind,prake,join,sead ,dwim,,,,,word,nonword,nonword,word,nonword,word,word,nonword,word,nonword,nonword,,,,,10,1,13,5,2,2,6,12,3,5,,,,,,14,2,4,19,4,3,15,7,16,19,,,,,,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,s999,"('maintain1', 2)",5,5,top,1.0,,,job,shrais,shop,cut,beel,,,,,,,,,,,word,nonword,word,word,nonword,,,,,,,,,,,6,11,11,5,,,,,,,,,,,,10,16,19,7,,,,,,,,,,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,s999,"('maintain1', 2)",2,12,top,1.0,,,prot,fash,vamg,slood,pen,vute,sofe,vrip,viv,zrud,red,pope,,,,nonword,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,nonword,word,word,,,,19,10,8,11,10,16,3,18,15,3,2,,,,,4,4,19,7,8,4,19,6,14,12,6,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,s999,"('maintain1', 2)",3,10,bot,1.0,,,waist,noot,tube,dibe,choose,freet,mate,glep,rhoothed,off,,,,,,word,nonword,word,nonword,word,nonword,word,nonword,nonword,word,,,,,,18,13,10,20,19,16,1,1,15,,,,,,,1,12,7,5,10,6,15,15,3,,,,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,s999,"('maintain1', 2)",5,13,bot,1.0,,,yeme,tife,sherve,fij,pleep,farm,gip,beez,toil,lump,wome,reign,wape,,,nonword,nonword,nonword,nonword,nonword,word,nonword,nonword,word,word,nonword,word,nonword,,,9,6,18,4,20,1,19,18,20,6,15,6,,,,1,15,6,20,18,11,13,7,12,16,13,5,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,s999,"('maintain1', 2)",20,8,top,0.0,,,dive,morgue,room,limt,bulp,queen,vone,bize,,,,,,,,word,word,word,nonword,nonword,word,nonword,nonword,,,,,,,,9,9,12,19,15,12,10,,,,,,,,,6,7,19,6,14,11,8,,,,,,,,,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,s999,"('maintain1', 2)",19,13,top,0.0,,,shape,gade,tos,spog,sob,file,door,tool,teeth,tell,make,shourge,glat,,,word,nonword,nonword,nonword,word,word,word,word,word,word,word,nonword,nonword,,,7,10,20,15,16,7,2,8,8,18,6,12,,,,4,2,7,13,17,6,14,11,10,20,16,13,,,,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,s999,"('maintain1', 2)",2,9,bot,0.0,,,square,cule,criz,pick,stulked,drill,wube,bone,palf,,,,,,,word,nonword,nonword,word,nonword,word,nonword,word,nonword,,,,,,,15,9,16,20,8,10,1,1,,,,,,,,9,6,17,18,16,3,6,7,,,,,,,,7.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,s999,"('maintain1', 2)",7,15,bot,0.0,,,bafe,soll,freeg,fool,leez,brabe,mibe,milp,loss,real,space,first,jalp,snoff,reex,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,word,word,word,word,nonword,nonword,nonword,15,6,20,10,10,5,14,14,3,15,6,8,18,1,,6,12,12,4,8,14,12,19,17,14,13,16,14,19,,19.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,s999,"('maintain1', 2)",13,12,bot,1.0,,,stride,wog,crirrs,smigh,bright,past,weight,sleeve,title,spite,choir,note,,,,word,nonword,nonword,nonword,word,word,word,word,word,word,word,word,,,,5,5,9,20,5,5,1,9,16,19,19,,,,,7,14,15,4,1,14,11,7,5,16,13,,,,,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,s999,"('maintain1', 2)",4,14,top,1.0,,,shawl,need,pog,fude,sace,touch,whole,phine,sheer,wish,guf,glake,hat,yard,,word,word,nonword,nonword,nonword,word,word,nonword,word,word,nonword,nonword,word,word,,11,2,7,12,8,19,17,10,6,14,16,13,4,,,14,19,6,11,5,13,9,5,19,15,2,17,18,,,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,s999,"('maintain1', 2)",5,8,bot,0.0,,,muke,lerk,teg,warl,whab,leap,fode,quart,,,,,,,,nonword,nonword,nonword,nonword,nonword,word,nonword,word,,,,,,,,3,1,10,2,17,3,2,,,,,,,,,7,18,11,14,3,14,7,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,s999,"('maintain1', 2)",2,11,top,0.0,,,shoff,weak,loan,borne,feel,dread,screeth,snail,paid,teeb,torf,,,,,nonword,word,word,word,word,word,nonword,word,word,nonword,nonword,,,,,6,14,13,18,13,13,20,16,19,5,,,,,,16,4,3,7,4,20,8,15,9,9,,,,,,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,s999,"('maintain1', 2)",17,15,top,1.0,,,cleak,youth,grow,hir,jail,grown,gas,core,hibe,rest,site,scratch,krogg,trutes,veest,nonword,word,word,nonword,word,word,word,word,nonword,word,word,word,nonword,nonword,nonword,15,12,7,15,9,14,12,5,8,6,18,20,18,17,,11,18,13,7,12,20,5,6,20,9,20,11,6,14,,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,s999,"('maintain1', 2)",20,3,top,0.0,,,sell,man,bude,,,,,,,,,,,,,word,word,nonword,,,,,,,,,,,,,4,19,,,,,,,,,,,,,,9,7,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,s999,"('maintain1', 2)",5,9,bot,0.0,,,shime,sad,cent,shig,huke,none,sign,goot,verb,,,,,,,nonword,word,word,nonword,nonword,word,word,nonword,word,,,,,,,6,6,20,4,19,11,14,12,,,,,,,,1,18,14,6,15,14,19,3,,,,,,,,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,s999,"('maintain1', 2)",9,10,top,1.0,,,sock,koog,chart,prerks,dop,seat,kreesh,perd,blears,light,,,,,,word,nonword,word,nonword,nonword,word,nonword,nonword,nonword,word,,,,,,2,5,8,7,20,12,1,10,9,,,,,,,12,11,13,14,16,8,11,20,16,,,,,,,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,s999,"('maintain1', 2)",14,4,top,1.0,,,tob,waint ,straw,coosh,,,,,,,,,,,,nonword,nonword,word,nonword,,,,,,,,,,,,16,19,14,,,,,,,,,,,,,11,9,12,,,,,,,,,,,,,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,s999,"('maintain1', 2)",11,14,bot,1.0,,,tead,yipes,theme,gilms,pude,cure,post,treez,belt,pet,cash,gilk,brief,sore,,nonword,nonword,word,nonword,nonword,word,word,nonword,word,word,word,nonword,word,word,,3,15,2,3,10,3,5,13,9,13,16,18,18,,,16,3,9,12,20,12,15,12,16,3,14,19,11,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,s999,"('maintain1', 2)",11,2,bot,0.0,,,vide,floor,,,,,,,,,,,,,,nonword,word,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,s999,"('monitor1', 3)",5,13,top,,,,kab,whike,vest,div,smuip,cold,han,nerve,fence,page,dense,green,aunt,,,nonword,nonword,word,nonword,nonword,word,nonword,word,word,word,word,word,word,,,2,12,1,9,18,1,3,14,10,2,11,5,,,,15,20,9,16,3,3,10,8,2,9,19,5,,,,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,s999,"('monitor1', 3)",16,15,top,,,,few,rik,smalmed,roud,rise,bite,lawned,group,bon,jond,troke,tep,proud,swoke,face,word,nonword,nonword,nonword,word,word,nonword,word,nonword,nonword,nonword,nonword,word,nonword,word,19,19,1,12,17,8,11,12,3,18,12,7,2,16,,3,11,14,11,7,4,9,19,20,20,3,2,6,16,,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,s999,"('monitor1', 3)",11,1,top,,,,side,,,,,,,,,,,,,,,word,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,s999,"('monitor1', 3)",2,11,top,,,,gract,gold,mirm,krare,yidge,worm,crown,hime,sex,part,still,,,,,nonword,word,nonword,nonword,nonword,word,word,nonword,word,word,word,,,,,3,5,10,11,4,7,12,1,15,2,,,,,,17,12,5,17,14,5,11,7,17,2,,,,,,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,s999,"('monitor1', 3)",20,14,bot,,,,doof,reeg,hump,truke,hop,sit,home,larl,roke,flide,pint,huse,teek,blow,,nonword,nonword,word,nonword,word,word,word,nonword,nonword,nonword,word,nonword,nonword,word,,4,14,12,5,16,2,13,14,14,19,5,8,20,,,9,16,16,2,10,18,12,18,9,10,2,18,20,,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,s999,"('monitor1', 3)",17,14,top,,,,snub,talk,ceck,gret,west,vate,staff,length,clue,nith,plob,snan,hall,black,,word,word,nonword,nonword,word,nonword,word,word,word,nonword,nonword,nonword,word,word,,4,6,2,1,7,6,1,20,18,4,3,2,17,,,9,2,9,4,6,18,12,19,4,7,6,13,17,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,s999,"('monitor1', 3)",12,9,top,,,,heat,fly,bav,oil,lids,poosh,shoop,phlerched,coat,,,,,,,word,word,nonword,word,nonword,nonword,nonword,nonword,word,,,,,,,10,9,15,15,14,18,1,12,,,,,,,,17,20,5,6,20,16,5,12,,,,,,,,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,s999,"('monitor1', 3)",12,8,bot,,,,cast,wip,flace,tall,save,town,klib,nert,,,,,,,,word,nonword,nonword,word,word,word,nonword,nonword,,,,,,,,13,4,4,8,16,1,12,,,,,,,,,14,5,16,18,4,10,12,,,,,,,,,10.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,s999,"('monitor1', 3)",10,12,bot,,,,kile,game,view,world,full,geed,wiv,two,grip,floge,long,strain,,,,nonword,word,word,word,word,nonword,nonword,word,word,nonword,word,word,,,,19,14,15,18,20,20,11,13,7,17,10,,,,,5,18,8,8,1,12,8,1,4,20,10,,,,,18.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,s999,"('monitor1', 3)",12,4,top,,,,dake,crush,tap,klest,,,,,,,,,,,,nonword,word,word,nonword,,,,,,,,,,,,2,14,12,,,,,,,,,,,,,10,9,12,,,,,,,,,,,,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,s999,"('monitor1', 3)",12,4,bot,,,,wamp,gnez,grokk,term,,,,,,,,,,,,nonword,nonword,nonword,word,,,,,,,,,,,,1,18,12,,,,,,,,,,,,,11,13,12,,,,,,,,,,,,,17.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,s999,"('monitor1', 3)",7,12,bot,,,,floog,tale,bush,dace,prin,meb,law,howl,shoops,back,creet,raid,,,,nonword,word,word,nonword,nonword,nonword,word,word,nonword,word,nonword,word,,,,20,2,19,3,9,16,19,8,18,17,7,,,,,11,14,8,15,20,5,13,13,17,11,7,,,,,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,s999,"('monitor1', 3)",3,10,bot,,,,smoy,frink,thunds,croop,fraud,twands,knaise,sove,cell,used,,,,,,nonword,nonword,nonword,nonword,word,nonword,nonword,nonword,word,word,,,,,,9,6,13,8,10,13,2,1,3,,,,,,,7,8,12,7,18,11,1,10,3,,,,,,,17.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,s999,"('monitor1', 3)",11,13,top,,,,deef,bleam,zath,frase,hide,ghost,sense,fraw,llest,scirrs,foff,toast,breep,,,nonword,nonword,nonword,nonword,word,word,word,nonword,nonword,nonword,nonword,word,nonword,,,17,5,3,12,17,10,20,5,17,3,3,11,,,,9,17,1,20,14,5,10,17,3,18,18,11,,,,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,s999,"('monitor1', 3)",11,8,top,,,,teesk,buy,bar,trad,ist,wrind,booq,sweat,,,,,,,,nonword,word,word,nonword,nonword,nonword,nonword,word,,,,,,,,15,15,5,20,16,13,11,,,,,,,,,16,1,13,3,7,8,11,,,,,,,,,4.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,s999,"('monitor1', 3)",18,9,bot,,,,creef,jam,smest,arch,coad,dat,stay,mail,vade,,,,,,,nonword,word,nonword,word,nonword,nonword,word,word,nonword,,,,,,,7,12,3,14,4,5,2,18,,,,,,,,6,14,17,20,13,17,10,18,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,s999,"('monitor1', 3)",9,7,bot,,,,war,plem,boil,take,peace,kleef,hin,,,,,,,,,word,nonword,word,word,word,nonword,nonword,,,,,,,,,3,15,15,15,17,9,,,,,,,,,,16,5,10,16,20,9,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,s999,"('monitor1', 3)",15,11,top,,,,come,yone,lewn,task,blop,lon,graists,seemb,simple,kamb,grig,,,,,word,nonword,nonword,word,nonword,nonword,nonword,nonword,word,nonword,nonword,,,,,4,11,6,3,19,17,10,9,7,15,,,,,,9,14,4,12,18,16,14,12,19,15,,,,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,s999,"('monitor1', 3)",4,10,bot,,,,sose,soup,freel,hell,seeb,shed,shesh,grade,geef,gnolved,,,,,,nonword,word,nonword,word,nonword,word,nonword,word,nonword,nonword,,,,,,17,5,1,19,13,14,17,9,4,,,,,,,20,10,13,13,6,11,19,14,4,,,,,,,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,s999,"('monitor1', 3)",8,15,bot,,,,ghelms,grite,ming,frot,play,wel,rast,noop,screep,chens ,sack,scotch,trab,crongs,cruel,nonword,nonword,nonword,nonword,word,nonword,nonword,nonword,nonword,nonword,word,word,nonword,nonword,word,15,13,3,9,17,5,3,13,12,7,1,5,2,8,,17,16,1,4,10,19,7,18,20,1,10,2,13,8,,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,s999,"('mnm1', 4)",14,3,top,,,,frive,case,toog,,,,,,,,,,,,,nonword,word,nonword,,,,,,,,,,,,,11,14,,,,,,,,,,,,,,3,13,,,,,,,,,,,,,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,s999,"('mnm1', 4)",20,8,top,,,,suede,hate,sheck,grol,brel,ale,droom,riz,,,,,,,,word,word,nonword,nonword,nonword,word,nonword,nonword,,,,,,,,4,4,12,4,3,6,20,,,,,,,,,17,18,19,10,15,4,8,,,,,,,,,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,s999,"('mnm1', 4)",2,13,top,,,,det,hand,zobs,bax,lins,three,lens,paint,sheese,type,hal,clear,dear,,,nonword,word,nonword,nonword,nonword,word,word,word,nonword,word,nonword,word,word,,,11,9,1,16,13,15,17,13,11,7,8,2,,,,16,3,14,4,14,16,1,4,14,15,13,10,,,,20.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,s999,"('mnm1', 4)",6,10,top,,,,ramp,yat,late,cuv,scream,little,fuel,name,walk,hunt,,,,,,word,nonword,word,nonword,word,word,word,word,word,word,,,,,,11,15,17,2,20,11,16,5,6,,,,,,,4,16,1,9,2,4,11,1,5,,,,,,,18.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,s999,"('mnm1', 4)",14,9,bot,,,,neethe,wear,wolf,paste,tin,brave,lich,camp,zose,,,,,,,nonword,word,word,word,word,word,nonword,word,nonword,,,,,,,3,17,19,13,16,5,6,2,,,,,,,,20,5,15,20,10,9,13,14,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,s999,"('mnm1', 4)",7,11,bot,,,,style,broke,main,tain,suit,being,stran,playing,vose,malk,half,,,,,word,word,word,nonword,word,word,nonword,word,nonword,nonword,word,,,,,10,1,20,13,10,8,8,13,8,5,,,,,,5,2,16,2,4,16,15,15,15,7,,,,,,14.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,s999,"('mnm1', 4)",8,12,top,,,,sent,clean,drim,spot,glape,battle,shrerns,edge,week,tig,pseew,spring,,,,word,word,nonword,word,nonword,word,nonword,word,word,nonword,nonword,word,,,,13,12,6,20,4,18,20,13,14,19,8,,,,,16,5,18,10,15,16,1,14,6,6,14,,,,,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,s999,"('mnm1', 4)",18,10,top,,,,wild,plunge,psounts,crane,far,fraf,traze,sea,wise,grak,,,,,,word,word,nonword,word,word,nonword,nonword,word,word,nonword,,,,,,5,6,4,9,1,5,12,17,18,,,,,,,13,15,20,6,16,15,16,20,16,,,,,,,4.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,s999,"('mnm1', 4)",16,7,top,,,,wet,smack,hill,knee,cate,fath,speech,,,,,,,,,word,word,word,word,nonword,nonword,word,,,,,,,,,18,15,9,15,19,16,,,,,,,,,,11,19,17,1,6,2,,,,,,,,,,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,s999,"('mnm1', 4)",12,14,bot,,,,rush,teeg,cue,rish,give,wront,kap,king,frox,pipe,grafe,psanx,samp,hook,,word,nonword,word,nonword,word,nonword,nonword,word,nonword,word,nonword,nonword,nonword,word,,16,9,7,14,6,16,3,16,19,6,3,5,20,,,10,8,15,3,4,11,15,7,17,14,5,19,12,,,19.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,s999,"('mnm1', 4)",16,13,top,,,,drug,ard,grape,skoob,frep,fall,bath,lifs,race,land,loud,mobe,reep,,,word,nonword,word,nonword,nonword,word,word,nonword,word,word,word,nonword,nonword,,,4,17,3,17,13,15,6,2,7,12,6,16,,,,8,13,1,18,11,18,3,17,8,5,4,6,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,s999,"('mnm1', 4)",4,9,top,,,,woc,may,blenes,rice,force,bence,rock,lap,brade,,,,,,,nonword,word,nonword,word,word,nonword,word,word,nonword,,,,,,,11,18,11,13,16,20,19,4,,,,,,,,6,15,10,5,3,1,15,3,,,,,,,,15.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,s999,"('mnm1', 4)",8,15,top,,,,hap,prip,greep,loff,muvh,shlike,cross,rost,his,paunt,craut,vrab,prife,warn,each,nonword,nonword,nonword,nonword,nonword,nonword,word,nonword,word,nonword,nonword,nonword,nonword,word,word,3,1,4,10,7,5,10,2,7,18,3,3,18,8,,6,19,12,13,11,6,19,17,17,11,10,19,14,20,,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,s999,"('mnm1', 4)",16,5,bot,,,,preel,prott,white,vote,koot,,,,,,,,,,,nonword,nonword,word,word,nonword,,,,,,,,,,,12,7,20,14,,,,,,,,,,,,17,5,4,16,,,,,,,,,,,,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,s999,"('mnm1', 4)",10,12,bot,,,,wawl,ink,coal,wrote,smart,road,swim,hot,want,bomn,jipe,dance,,,,nonword,word,word,word,word,word,word,word,word,nonword,nonword,word,,,,5,18,16,6,3,1,16,13,2,20,8,,,,,13,7,18,7,2,20,9,5,9,11,10,,,,,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
